DEPT_CD,AGENCY,MEASURE_ID,MEASURE_NAME,KEY_PERFORMANCE,DIV_CD,PROGRAM_NAME,GP_CD,ACTIVITY_NAME,MEASURE_TYPE_NAME,DATA_SOURCE,FREQUENCY_NAME,CFY
LIB,8500,8043,Internet sessions per capita,1,2PBS,Public Services,2REF,Reference and Information Services,Output,"For Wired connections, Pharos automated sign-up software, login creates record in database; Monthly IT report generated from query on the database; For Wireless connections, Wireless portals monitor all access point session connections and logs the session information using a Cold Fusion web applications to update a MySQL database; A monthly web intranet report is generated from the database.",Monthly,2016
LIB,8500,6871,Library program attendance per capita,1,2PBS,Public Services,2REF,Reference and Information Services,Output,Physical count of all program attendees by the program presenter at time of program; Current fiscal year approved FP population figure (as reported and updated by the Budget Office through the Budget Manual).,Quarterly,2016
LIB,8500,8044,Number of Internet sessions,0,2PBS,Public Services,2REF,Reference and Information Services,Output,"For Wired connections, Pharos automated sign-up software, login creates record in database; Monthly IT report generated from query on the database; For Wireless connections, Wireless portals monitor all access point session connections and logs the session information using a Cold Fusion web applications to update a MySQL database; A monthly web intranet report is generated from the database.",Monthly,2016
LIB,8500,6783,Number of reference questions asked-Adult,0,2PBS,Public Services,2REF,Reference and Information Services,Demand,"Manual count by reference staff at public service desks (including Telephone Information Center) of actual number of reference questions asked from in-house sources, phone, mail, e-mail, and fax using the reference transaction monthly report.  Additionally, monthly count of outsourced reference questions asked provided by vendor.",Monthly,2016
LIB,8500,6874,Number of reference questions asked-Youth,0,2PBS,Public Services,2YSV,Youth Services,Demand,"Manual count by Youth Services staff of actual number of reference questions asked from in-house sources, phone, mail, e-mail and fax using the reference transaction monthly report.",Monthly,2016
LIB,8500,2298,Number of youth program attendees,0,2PBS,Public Services,2YSV,Youth Services,Output,Physical count of all program attendees by the program presenter at time of program.,Monthly,2016
LIB,8500,8369,Number of youth that complete the Summer Reading Program,0,2PBS,Public Services,2YSV,Youth Services,Output,Total manual count of reading logs turned in at the end of the program.,Annually,2016
LIB,8500,2336,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Quarterly,2016
LIB,8500,2339,"% of under 5,000 competitive procurement awards to certified WBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Quarterly,2016
LIB,8500,2329,Citizen satisfaction with cleanliness of library facilities (%),0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Annual ""City of Austin Citizen Survey"" that is administered through the Budget Office.",Annually,2016
LIB,8500,2316,Library expenditures per capita,0,9MGT,Support Services,9ADM,Departmental Support Services,Efficiency,Current fiscal year approved FP population figure (as reported and updated by the Budget Office through the Budget Manual); DXR FS104A08 expenditure report for specified period.,Quarterly,2016
LIB,8500,2345,Number of employee injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Includes all lost time injuries as well as all medical only injuries (where an employee visited the doctor for the injury) that did not qualify as lost time.Numbers are taken from the David System (Workers' Compensation Database). The FREQUENCY ANALYSIS REPORT is run approximately three weeks after the last pay period of the reporting month. The Human Resources Department calculates the information and reports to the departments.,Monthly,2016
LIB,8500,2348,Overall employee job satisfaction (%),0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Annual Listening to the Workforce Employee Survey conducted by Human Resources Department.,Annually,2016
LIB,8500,2311,Citizen satisfaction with quality of city libraries (%),1,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Annual ""City of Austin Citizen Survey"" that is administered through the Budget Office.",Annually,2016
LIB,8500,2313,Employee Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Quarterly,2016
LIB,8500,2346,Lost Time Injury Rate Per the Equivalent of 100 Employees,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Lost time injuries: includes all injuries where any lost time from work has occurred, not including the day of the injury. Numbers are taken from the David System (Workers' Compensation Database). Reports are run from the David System approximately 3 weeks after the last pay period of the reporting month.Total number of hours worked: Total hours worked by employees in the department for the reporting period as determined in the Banner System. Sick and Vacation times are not counted. The Human Resources Department calculates total hours worked by department each pay period.",Monthly,2016
LIB,8500,8001,Number of tons of materials kept out of landfills,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Monthly recycle tonnage rates reported by Goodwill Industries and Image Micro Systems and periodic pallet counts by Recycled Reads.  Reuse data calculated by gross sales receipts,Quarterly,2016
LIB,8500,2324,Number of web hits,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Request statistics provided by Austin City Connection staff on Intranet site monthly; Library staff download of catalog log and Connected Youth log from servers; Report generated by IT staff from Google Analystics.,Quarterly,2016
LIB,8500,6441,Percent of employees who feel the Library Dept demonstrates adequate concern for employee safety (%),0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Annual Listening to the Workforce Survey.,Annually,2016
LIB,8500,2317,"Sick leave hours used per 1,000 hours",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,The Human Resources Department submits this information to each department. Sick leave hours and number of scheduled hours are taken from BANNER.,Monthly,2016
LIB,8500,8244,"Staff per 1,000 Served",0,9MGT,Support Services,9ADM,Departmental Support Services,Efficiency,Full-time equivalent represents the budgeted FTE count for the Fiscal Year. Legal service area population is the current fiscal year approved full purpose population figure (as reported and updated by the Budget Office through the Budget Manual).,Annually,2016
LR,5400,6537,"Number of questions regarding proper interpretation, application and implementation of labor contracts responded to within 3 business days",0,40LR,Labor Relations Office,4OLR,Labor Relations,Output,,Annually,2016
LR,5400,7752,Number of requests to the Ombudsperson,0,40LR,Labor Relations Office,4OLR,Labor Relations,Output,The cases are reported and tracked in the City of Austin's Administrative Investigations Management system (AIMS).,Annually,2016
LR,5400,6535,"Percentage of questions regarding proper interpretation, application and implementation of labor contracts responded to within 3 business days",0,40LR,Labor Relations Office,4OLR,Labor Relations,Result,,Annually,2016
LR,5400,7750,Percentage of time the Ombudsperson responds to requests within 5 days,1,40LR,Labor Relations Office,4OLR,Labor Relations,Demand,,Annually,2016
MCRT,4600,2437,Number of personal bonds approved,0,6JUD,Court Judiciary,6CBK,Central Booking,Output,query report using court's database,Monthly,2016
MCRT,4600,2434,Number of cases magistrated/arraigned - Total,0,6JUD,Court Judiciary,6CBK,Central Booking,Output,query report using court's database,Monthly,2016
MCRT,4600,2433,Number of Class C misdemeanor cases magistrated/arraigned,0,6JUD,Court Judiciary,6CBK,Central Booking,Output,query report using court's database,Monthly,2016
MCRT,4600,2435,Number of emergency protective orders issued,0,6JUD,Court Judiciary,6CBK,Central Booking,Output,query report using court's database,Monthly,2016
MCRT,4600,2436,Number of higher charges magistrated/arraigned,0,6JUD,Court Judiciary,6CBK,Central Booking,Output,query report using court's database,Monthly,2016
MCRT,4600,2443,Number of administrative hearings conducted,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,query report using court's database,Monthly,2016
MCRT,4600,2445,Number of cases seen in walk-in dockets,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,jems query report,Monthly,2016
MCRT,4600,2446,Number of cases set on appearance dockets,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,jems query report,Monthly,2016
MCRT,4600,2438,Number of trial cases docketed - Total,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,query report using court's database,Monthly,2016
MCRT,4600,2448,Number of cases docketed (excluding jail),0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,jems query report,Monthly,2016
MCRT,4600,2447,Number of Class C warrants and commitments signed/issued,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,query report using court's database,Monthly,2016
MCRT,4600,2439,Number of higher charge arrest warrants issued,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,query report using court's database,Monthly,2016
MCRT,4600,2440,Number of search warrants issued,0,6JUD,Court Judiciary,6CCP,Municipal Court Services,Output,query report using court's database,Monthly,2016
MCRT,4600,7709,Monetary value of CSR hours completed by defendants scheduled at DACC and/or assigned to DACC work crew,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,Number of Community Service Restitution hours completed by defendants scheduled at DACC and Travis county.,Monthly,2016
MCRT,4600,7713,Number of  CSR hours completed by DACC frequent offenders,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,DACCP,Monthly,2016
MCRT,4600,2414,Number of Community Service Restitution hours completed by defendants scheduled at DACC,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,query using court's database (csr reporting-DACC hours ),Monthly,2016
MCRT,4600,7710,"Number of CSR hours completed with DACC work Crew by Travis County Probationers, not scheduled at DACC",0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,Travis County Report,Monthly,2016
MCRT,4600,2409,Number of CSR hours scheduled at DACC,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,query report using court's database includes all hours scheduled,Monthly,2016
MCRT,4600,7711,Number of CSR hours scheduled for DACC frequent offenders,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,DACC Program,Monthly,2016
MCRT,4600,7712,Percentage of DACC frequent offenders scheduled for CSR who complete CSR sentence,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Efficiency,DACCP,Monthly,2016
MCRT,4600,7715,"Total number of sites serviced by DACC work crews for graffiti abatement, ARR, Code Enforcement, PARD and other City Departments or citizens requests",0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,tracking by CSR supervisor,Monthly,2016
MCRT,4600,2410,Number of graffiti clean-up locations completed by DACC work crews,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,Travis County,Annually,2016
MCRT,4600,2412,Percent of hours for which offenders who are scheduled for CSR complete their court-mandated restitution hours,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Result,query report from court's database,Monthly,2016
MCRT,4600,7714,Total of number of square footage completed for community service activities: graffiti abatement; ARR; Code Enforcement; PARD; and other City Departments or citizens requests,0,5DAC,Downtown Austin Community Court,5CSR,Community Service Restitution,Output,tracking by CSR supervisor,Monthly,2016
MCRT,4600,7708,Number of cases created for frequent offenders,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,DAACP,Monthly,2016
MCRT,4600,7707,Number of frequent offenders appearing on docket,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,DACCP,Monthly,2016
MCRT,4600,2416,Number of jurisdictions addressed by the DACC,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,DACC Court Administrator,Monthly,2016
MCRT,4600,2405,Number of cases appearing at DACC on any scheduled docket,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,query report using court's database,Monthly,2016
MCRT,4600,2406,Number of cases filed requiring appearance at DACC,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,query report using court's database,Monthly,2016
MCRT,4600,2407,Percent of cases docketed for which offenders appear for any scheduled appearance,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Result,query report using court's database,Annually,2016
MCRT,4600,2402,Total number of cases docketed,0,5DAC,Downtown Austin Community Court,5ARR,Court Operations,Output,DACCP Performance Measure Docket report,Monthly,2016
MCRT,4600,7722,Number of client admissions to DACC-funded Partnership Housing (Permanent Supportive Housing),0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP TCM checkboxes,Monthly,2016
MCRT,4600,7694,Number of client screenings for Road to Recovery,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,"Project Recovery Monthy Performance Report
",Monthly,2016
MCRT,4600,2421,Number of clients served in residential at Road to Recovery,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,Contractor/Vendor,Monthly,2016
MCRT,4600,2425,Number of completed rehabilitation sentences,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,query report from court's database,Monthly,2016
MCRT,4600,7717,Number of direct client contacts by ICMs,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP IMC checkboxes,Monthly,2016
MCRT,4600,7716,Number of distinct individuals contacted by Intensive Case Managers (ICM),0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP TMC checkboxes,Monthly,2016
MCRT,4600,7700,Number of incomplete treatment episodes due to client leaving the Road to Recovery program,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7701,Number of incomplete treatment episodes due to the Road to Recovery program discharging the client,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7718,Number of referrals to substance abuse treatment by ICMs,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,CP IMC checkboxes,Quarterly,2016
MCRT,4600,2426,Number of rehabilitation sentences,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,query report from court's database,Monthly,2016
MCRT,4600,7725,Number of times ICM facilitated a client applying for a source of income,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP ICM checkboxes,Monthly,2016
MCRT,4600,7724,Number of times ICM facilitated a client gaining a source of income,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP ICM checkboxes,Monthly,2016
MCRT,4600,7723,Number of times ICM facilitated a client gaining transitional housing,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP ICM checkboxes,Monthly,2016
MCRT,4600,7729,Number of times ICM facilitated a client obtaining mental health services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP ICM checkboxes,Monthly,2016
MCRT,4600,7730,Number of times ICM facilitated client obtaining any form of identification,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP ICM checkboxes,Monthly,2016
MCRT,4600,2423,Number of unduplicated clients in aftercare services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,Contractor/Vendor,Monthly,2016
MCRT,4600,7966,Number of unduplicated clients who obtain safe and stable housing as a result of participating in Rapid Rehousing services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP  RRH Checkboxes,Quarterly,2016
MCRT,4600,7965,Number of unduplicated clients who receive Rapid Rehousing Services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP  RRH Checkboxes,Quarterly,2016
MCRT,4600,7699,Percent of clients in Road to Recovery discharged to stable housing upon completion of residential treatment,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7698,Percent of clients in Road to Recovery who have maintained or obtained a primary medical care home before they complete the residential program,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Project Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7697,Percent of clients in Road to Recovery who have maintained or obtained income,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7696,Percent of clients in Road to Recovery who have obtained a picture ID,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,2420,Percent of clients successfully completing residential treatment at Road to Recovery,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Result,Contractor/Vendor,Monthly,2016
MCRT,4600,7705,Percent of clients with successful Road to Recovery treatment episodes who report sobriety 6 months after exiting services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7703,Percent of Road to Recovery clients who complete at least 60 days of aftercare services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7704,Percent of Road to Recovery clients who complete at least 90 days of aftercare services.,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Efficiency,"Road to Recovery Monthly Performance Report
",Monthly,2016
MCRT,4600,7967,Percentage of unduplicated clients who obtain safe and stable housing as a result of participating in Rapid Rehousing services,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,DACCP  RRH Checkboxes,Quarterly,2016
MCRT,4600,2430,"Rehabilitation services funding level (detox, inpatient and outpatient substance abuse treatment, transitional housing, and stability support services)",0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,City's financial reports,Annually,2016
MCRT,4600,7968,Total Number of clients leaving residential treatment at Road to Recovery and entering transitional housing funded by Downtown Austin Community Court,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,ATCIC - Road to Recovery monthly performance report,Monthly,2016
MCRT,4600,2422,Number of clients successfully completing residential treatment at Road to Recovery,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Output,Contractor/Vendor,Monthly,2016
MCRT,4600,7732,Percent of frequent offenders who complete rehabilitative recommendations,1,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Result,DACCP,Monthly,2016
MCRT,4600,2428,Percent of offenders who complete rehabilitative recommendations,0,5DAC,Downtown Austin Community Court,5SSV,Rehabilitation Services,Result,Court's case management system,Monthly,2016
MCRT,4600,2360,General Fund revenue per case filed,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Efficiency,,Monthly,2016
MCRT,4600,2368,Number of case documents,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal report off of AMCORD,Monthly,2016
MCRT,4600,7887,Number of cases placed for quality review - Total,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal report,Monthly,2016
MCRT,4600,2357,Number of cases processed at walk-in dockets - Total,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal Report,Monthly,2016
MCRT,4600,2364,Number of cases scheduled on appearance dockets - Total,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal reports,Monthly,2016
MCRT,4600,2358,Number of cases scheduled on trial dockets - Total,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,"Crystal Report
",Monthly,2016
MCRT,4600,2365,Number of cases terminated - Total,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,courts database,Monthly,2016
MCRT,4600,2367,Number of cases updated,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,"Crystal Report /Performance Measure AC JEMS 60,12.rptPerf.",Monthly,2016
MCRT,4600,7886,"Number of court work processes, modified or created",0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Result,Manual count,Monthly,2016
MCRT,4600,2372,Number of higher charge arrest warrants prepared,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,,Monthly,2016
MCRT,4600,2371,Number of motions filed,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,crystal report off the Jems report,Monthly,2016
MCRT,4600,2369,Number of public information requests,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal reports,Monthly,2016
MCRT,4600,2356,Number of warrant confirmation requests,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Manual log,Monthly,2016
MCRT,4600,2363,Number of warrants prepared,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Crystal reports,Monthly,2016
MCRT,4600,7867,Percent of cases processed within 7 days of being placed for quality review,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Result,Crystal Reports,Monthly,2016
MCRT,4600,2361,Cases terminated vs cases filed,1,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Result,Court's database,Monthly,2016
MCRT,4600,2366,Number of cases filed - Total,1,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Court's case management system,Monthly,2016
MCRT,4600,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,1,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Output,Court's case management system / Crystal reports,Monthly,2016
MCRT,4600,2354,Percent of cases initiated within five business days from receipt,0,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Result,Report Library/Performance Measure/All Users and All Cases,Monthly,2016
MCRT,4600,2355,Percent of cases set on a docket within 60 days,1,4PUB,Municipal Court Operations,3CFM,Caseflow Management,Result,Court's database,Monthly,2016
MCRT,4600,2401,Number of class C release to appear cases,0,4PUB,Municipal Court Operations,4MST,Central Booking Support,Output,Cases Set on Arraignment Docket report located in the G drive of courts management system,Monthly,2016
MCRT,4600,2399,Number of Emergency Protective Orders distributed,0,4PUB,Municipal Court Operations,4MST,Central Booking Support,Output,CASE SUBTYPE REPORT run from within the court's case  management application,Monthly,2016
MCRT,4600,2400,Number of jail cases prepared,0,4PUB,Municipal Court Operations,4MST,Central Booking Support,Output,"Class C case total is received from SetOnArraignmentDocet report located in courts case  management , Misdemeanor and Felony numbers are e-mailed from Julie Cullen with Travis County",Monthly,2016
MCRT,4600,2397,Percent of release to appear cases to the number of class C cases prepared,0,4PUB,Municipal Court Operations,4MST,Central Booking Support,Result,Court's case management system,Monthly,2016
MCRT,4600,2384,Number of boot/tow cases terminated,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,"Crystal Reports
",Monthly,2016
MCRT,4600,2382,Number of boot/tow orders issued,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2380,Number of cases terminated - Parking,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2383,Number of parking hearings appealed,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Log book kept in Hearings Office,Monthly,2016
MCRT,4600,7250,Percent of parking hearings appealed,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2385,Number of cases filed - Parking,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2386,Number of in person parking hearings held,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2381,Percent of cases terminated to filed - Parking,0,4PUB,Municipal Court Operations,4CPA,Civil Parking Administration,Result,Crystal Reports,Monthly,2016
MCRT,4600,2376,Number of manual phone contacts,0,4PUB,Municipal Court Operations,3WSV,Collection Services,Output,jems query report,Monthly,2016
MCRT,4600,2377,Number of warrant letters sent,0,4PUB,Municipal Court Operations,3WSV,Collection Services,Output,crystal report from jems system,Monthly,2016
MCRT,4600,2353,Average age of terminated cases (days),1,4PUB,Municipal Court Operations,3WSV,Collection Services,Result,Court's case management system,Monthly,2016
MCRT,4600,7635,Number of notices sent - Total,0,4PUB,Municipal Court Operations,3WSV,Collection Services,Output,report from the courts case management system,Monthly,2016
MCRT,4600,7854,Response Rate - Collections,0,4PUB,Municipal Court Operations,3WSV,Collection Services,Result,Crystal report. Data provided by JEMS,Monthly,2016
MCRT,4600,2396,Average wait time (in minutes),0,4PUB,Municipal Court Operations,4CSV,Customer Services,Result,,Monthly,2016
MCRT,4600,2393,Number of customers served at downtown courthouse,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,Court Lobby Management System,Monthly,2016
MCRT,4600,2390,Number of customers served at substations,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,Manual Counts,Monthly,2016
MCRT,4600,2394,Number of customers served by internet,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,court's database,Monthly,2016
MCRT,4600,2392,"Percent of offsite cash transactions not in person (internet, mail, IVR, etc)",0,4PUB,Municipal Court Operations,4CSV,Customer Services,Result,Crystal Reports,Monthly,2016
MCRT,4600,7251,Number of customers served in Customer Services - Total,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,"customers served downtown, substations, web payments, number of pieces of mail processed",Monthly,2016
MCRT,4600,2388,Number of phone calls - Total,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,Avaya Phone Report,Monthly,2016
MCRT,4600,7871,Percent of customers served within 10 minutes,1,4PUB,Municipal Court Operations,4CSV,Customer Services,Efficiency,Court's lobby management system.,Monthly,2016
MCRT,4600,2395,Pieces of Mail Processed,0,4PUB,Municipal Court Operations,4CSV,Customer Services,Output,Crystal Reports,Monthly,2016
MCRT,4600,2455,Average length of time to terminate (in days) - Cameras at Red Light,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Result,Crystal Reports,Monthly,2016
MCRT,4600,2461,Number of affidavits processed,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2458,Number of case hearings held,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2456,Number of cases terminated - Cameras at Red Light,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,"Crystal Reports
",Monthly,2016
MCRT,4600,2454,Number of fatal collisions at camera intersections,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Result,APD,Monthly,2016
MCRT,4600,2459,Number of hearings appealed to Judges,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,Log book kept in Hearing Offices,Monthly,2016
MCRT,4600,2451,Number of images submitted to APD for review,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Demand,Red Flex reporting,Monthly,2016
MCRT,4600,2452,Percent of hearing cases versus case filings,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Result,Crystal Reports,Monthly,2016
MCRT,4600,2453,Percent of red light camera cases filed after image review,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Result,Crystal Reports and Red Flex reporting,Monthly,2016
MCRT,4600,2457,Number of cameras operational,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,Red Flex reporting,Monthly,2016
MCRT,4600,2465,Number of cases filed - Cameras at Red Light,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Output,Crystal Reports,Monthly,2016
MCRT,4600,2464,Percent of cases terminated to filed - Cameras at Red Light,0,7MSP,Municipal Court Special Programs,7CAR,Civil Red Light Administration,Result,Crystal Reports,Monthly,2016
MCRT,4600,7518,Number of workstations upgraded,0,7MSP,Municipal Court Special Programs,7TEC,Court Technology,Output,Departmental Log,Annually,2016
MCRT,4600,7516,Percent of workstations replaced on schedule,0,7MSP,Municipal Court Special Programs,7TEC,Court Technology,Efficiency,Department log,Monthly,2016
MCRT,4600,7515,Number of security incidents,0,7MSP,Municipal Court Special Programs,7SEC,Security Services,Output,jems query report,Annually,2016
MCRT,4600,7514,Security fund cost per square foot,0,7MSP,Municipal Court Special Programs,7SEC,Security Services,Efficiency,jems query and dxr reports,Quarterly,2016
MCRT,4600,2475,Number of cases terminated - Juvenile,0,7MSP,Municipal Court Special Programs,7JCA,Youth Case Management,Output,Juvenile Monthly Summary Report/Report Library,Monthly,2016
MCRT,4600,2474,Number of cases transferred to Juvenile Court,0,7MSP,Municipal Court Special Programs,7JCA,Youth Case Management,Output,Juvenile Monthly Summary Report/Report Library,Monthly,2016
MCRT,4600,7632,Number successfully completing teen court,0,7MSP,Municipal Court Special Programs,7JCA,Youth Case Management,Result,Crystal report/Manual calculation,Monthly,2016
MCRT,4600,7733,Show-up Rate,0,7MSP,Municipal Court Special Programs,7JCA,Youth Case Management,Output,JEMS,Monthly,2016
